country,year,sex,age,population
Kyrgyzstan,1994,male,55-74 years,Medium_population
Kyrgyzstan,1994,male,35-54 years,Medium_population
Kyrgyzstan,1994,male,25-34 years,Medium_population
Kyrgyzstan,1994,male,15-24 years,Medium_population
Kyrgyzstan,1994,female,75+ years,Low_population
Kyrgyzstan,1994,female,55-74 years,Medium_population
Kyrgyzstan,1994,female,35-54 years,Medium_population
Kyrgyzstan,1994,female,15-24 years,Medium_population
Kyrgyzstan,1994,female,25-34 years,Medium_population
Kyrgyzstan,1994,male,5-14 years,Medium_population
Kyrgyzstan,1994,female,5-14 years,Medium_population
Kyrgyzstan,1995,male,35-54 years,Medium_population
Kyrgyzstan,1995,male,55-74 years,Medium_population
Kyrgyzstan,1995,male,75+ years,Low_population
Kyrgyzstan,1995,male,25-34 years,Medium_population
Kyrgyzstan,1995,male,15-24 years,Medium_population
Kyrgyzstan,1995,female,55-74 years,Medium_population
Kyrgyzstan,1995,female,75+ years,Low_population
Kyrgyzstan,1995,female,15-24 years,Medium_population
Kyrgyzstan,1995,female,35-54 years,Medium_population
Kyrgyzstan,1995,female,25-34 years,Medium_population
Kyrgyzstan,1995,male,5-14 years,Medium_population
Kyrgyzstan,1995,female,5-14 years,Medium_population
Kyrgyzstan,1996,male,55-74 years,Medium_population
Kyrgyzstan,1996,male,75+ years,Low_population
Kyrgyzstan,1996,male,35-54 years,Medium_population
Kyrgyzstan,1996,male,25-34 years,Medium_population
Kyrgyzstan,1996,female,75+ years,Low_population
Kyrgyzstan,1996,male,15-24 years,Medium_population
Kyrgyzstan,1996,female,55-74 years,Medium_population
Kyrgyzstan,1996,female,25-34 years,Medium_population
Kyrgyzstan,1996,female,15-24 years,Medium_population
Kyrgyzstan,1996,female,35-54 years,Medium_population
Kyrgyzstan,1996,male,5-14 years,Medium_population
Kyrgyzstan,1996,female,5-14 years,Medium_population
Kyrgyzstan,1997,male,55-74 years,Medium_population
Kyrgyzstan,1997,male,75+ years,Low_population
Kyrgyzstan,1997,male,35-54 years,Medium_population
Kyrgyzstan,1997,male,25-34 years,Medium_population
Kyrgyzstan,1997,male,15-24 years,Medium_population
Kyrgyzstan,1997,female,75+ years,Low_population
Kyrgyzstan,1997,female,55-74 years,Medium_population
Kyrgyzstan,1997,female,35-54 years,Medium_population
Kyrgyzstan,1997,female,25-34 years,Medium_population
Kyrgyzstan,1997,female,15-24 years,Medium_population
Kyrgyzstan,1997,male,5-14 years,Medium_population
Kyrgyzstan,1997,female,5-14 years,Medium_population
Kyrgyzstan,1998,male,55-74 years,Medium_population
Kyrgyzstan,1998,male,75+ years,Low_population
Kyrgyzstan,1998,male,35-54 years,Medium_population
Kyrgyzstan,1998,male,25-34 years,Medium_population
Kyrgyzstan,1998,male,15-24 years,Medium_population
Kyrgyzstan,1998,female,55-74 years,Medium_population
Kyrgyzstan,1998,female,25-34 years,Medium_population
Kyrgyzstan,1998,female,75+ years,Low_population
Kyrgyzstan,1998,female,35-54 years,Medium_population
Kyrgyzstan,1998,female,15-24 years,Medium_population
Kyrgyzstan,1998,male,5-14 years,Medium_population
Kyrgyzstan,1998,female,5-14 years,Medium_population
Kyrgyzstan,1999,male,55-74 years,Medium_population
Kyrgyzstan,1999,male,35-54 years,Medium_population
Kyrgyzstan,1999,male,25-34 years,Medium_population
Kyrgyzstan,1999,male,75+ years,Low_population
Kyrgyzstan,1999,female,75+ years,Low_population
Kyrgyzstan,1999,male,15-24 years,Medium_population
Kyrgyzstan,1999,female,55-74 years,Medium_population
Kyrgyzstan,1999,female,15-24 years,Medium_population
Kyrgyzstan,1999,female,25-34 years,Medium_population
Kyrgyzstan,1999,female,35-54 years,Medium_population
Kyrgyzstan,1999,male,5-14 years,Medium_population
Kyrgyzstan,1999,female,5-14 years,Medium_population
Kyrgyzstan,2000,male,55-74 years,Medium_population
Kyrgyzstan,2000,male,35-54 years,Medium_population
Kyrgyzstan,2000,male,75+ years,Low_population
Kyrgyzstan,2000,male,25-34 years,Medium_population
Kyrgyzstan,2000,female,75+ years,Low_population
Kyrgyzstan,2000,male,15-24 years,Medium_population
Kyrgyzstan,2000,female,35-54 years,Medium_population
Kyrgyzstan,2000,female,55-74 years,Medium_population
Kyrgyzstan,2000,female,15-24 years,Medium_population
Kyrgyzstan,2000,female,25-34 years,Medium_population
Kyrgyzstan,2000,male,5-14 years,Medium_population
Kyrgyzstan,2000,female,5-14 years,Medium_population
Kyrgyzstan,2001,male,75+ years,Low_population
Kyrgyzstan,2001,male,55-74 years,Medium_population
Kyrgyzstan,2001,male,35-54 years,Medium_population
Kyrgyzstan,2001,male,25-34 years,Medium_population
Kyrgyzstan,2001,male,15-24 years,Medium_population
Kyrgyzstan,2001,female,75+ years,Low_population
Kyrgyzstan,2001,female,55-74 years,Medium_population
Kyrgyzstan,2001,female,35-54 years,Medium_population
Kyrgyzstan,2001,male,5-14 years,Medium_population
Kyrgyzstan,2001,female,15-24 years,Medium_population
Kyrgyzstan,2001,female,25-34 years,Medium_population
Kyrgyzstan,2001,female,5-14 years,Medium_population
Kyrgyzstan,2002,male,35-54 years,Medium_population
Kyrgyzstan,2002,male,55-74 years,Medium_population
Kyrgyzstan,2002,male,25-34 years,Medium_population
Kyrgyzstan,2002,male,75+ years,Low_population
Kyrgyzstan,2002,male,15-24 years,Medium_population
Kyrgyzstan,2002,female,75+ years,Low_population
Kyrgyzstan,2002,female,55-74 years,Medium_population
Kyrgyzstan,2002,female,35-54 years,Medium_population
Kyrgyzstan,2002,female,15-24 years,Medium_population
Kyrgyzstan,2002,male,5-14 years,Medium_population
Kyrgyzstan,2002,female,25-34 years,Medium_population
Kyrgyzstan,2002,female,5-14 years,Medium_population
Kyrgyzstan,2003,male,55-74 years,Medium_population
Kyrgyzstan,2003,male,35-54 years,Medium_population
Kyrgyzstan,2003,male,25-34 years,Medium_population
Kyrgyzstan,2003,male,15-24 years,Medium_population
Kyrgyzstan,2003,male,75+ years,Low_population
Kyrgyzstan,2003,female,15-24 years,Medium_population
Kyrgyzstan,2003,female,55-74 years,Medium_population
Kyrgyzstan,2003,female,35-54 years,Medium_population
Kyrgyzstan,2003,female,75+ years,Low_population
Kyrgyzstan,2003,female,25-34 years,Medium_population
Kyrgyzstan,2003,male,5-14 years,Medium_population
Kyrgyzstan,2003,female,5-14 years,Medium_population
Kyrgyzstan,2004,male,55-74 years,Medium_population
Kyrgyzstan,2004,male,35-54 years,Medium_population
Kyrgyzstan,2004,male,75+ years,Low_population
Kyrgyzstan,2004,male,25-34 years,Medium_population
Kyrgyzstan,2004,male,15-24 years,Medium_population
Kyrgyzstan,2004,female,75+ years,Low_population
Kyrgyzstan,2004,female,35-54 years,Medium_population
Kyrgyzstan,2004,female,15-24 years,Medium_population
Kyrgyzstan,2004,female,25-34 years,Medium_population
Kyrgyzstan,2004,female,55-74 years,Medium_population
Kyrgyzstan,2004,male,5-14 years,Medium_population
Kyrgyzstan,2004,female,5-14 years,Medium_population
Kyrgyzstan,2005,male,25-34 years,Medium_population
Kyrgyzstan,2005,male,75+ years,Low_population
Kyrgyzstan,2005,male,35-54 years,Medium_population
Kyrgyzstan,2005,male,55-74 years,Medium_population
Kyrgyzstan,2005,male,15-24 years,Medium_population
Kyrgyzstan,2005,female,15-24 years,Medium_population
Kyrgyzstan,2005,female,25-34 years,Medium_population
Kyrgyzstan,2005,female,35-54 years,Medium_population
Kyrgyzstan,2005,female,55-74 years,Medium_population
Kyrgyzstan,2005,male,5-14 years,Medium_population
Kyrgyzstan,2005,female,75+ years,Low_population
Kyrgyzstan,2005,female,5-14 years,Medium_population
Kyrgyzstan,2006,male,75+ years,Low_population
Kyrgyzstan,2006,male,25-34 years,Medium_population
Kyrgyzstan,2006,male,35-54 years,Medium_population
Kyrgyzstan,2006,male,55-74 years,Medium_population
Kyrgyzstan,2006,male,15-24 years,Medium_population
Kyrgyzstan,2006,female,75+ years,Low_population
Kyrgyzstan,2006,female,55-74 years,Medium_population
Kyrgyzstan,2006,female,15-24 years,Medium_population
Kyrgyzstan,2006,female,35-54 years,Medium_population
Kyrgyzstan,2006,female,25-34 years,Medium_population
Kyrgyzstan,2006,male,5-14 years,Medium_population
Kyrgyzstan,2006,female,5-14 years,Medium_population
Kyrgyzstan,2007,male,35-54 years,Medium_population
Kyrgyzstan,2007,male,25-34 years,Medium_population
Kyrgyzstan,2007,male,55-74 years,Medium_population
Kyrgyzstan,2007,male,15-24 years,Medium_population
Kyrgyzstan,2007,male,75+ years,Low_population
Kyrgyzstan,2007,female,75+ years,Low_population
Kyrgyzstan,2007,female,15-24 years,Medium_population
Kyrgyzstan,2007,female,35-54 years,Medium_population
Kyrgyzstan,2007,female,25-34 years,Medium_population
Kyrgyzstan,2007,male,5-14 years,Medium_population
Kyrgyzstan,2007,female,55-74 years,Medium_population
Kyrgyzstan,2007,female,5-14 years,Medium_population
Kyrgyzstan,2008,male,35-54 years,Medium_population
Kyrgyzstan,2008,male,25-34 years,Medium_population
Kyrgyzstan,2008,male,55-74 years,Medium_population
Kyrgyzstan,2008,male,75+ years,Low_population
Kyrgyzstan,2008,male,15-24 years,Medium_population
Kyrgyzstan,2008,female,75+ years,Low_population
Kyrgyzstan,2008,female,25-34 years,Medium_population
Kyrgyzstan,2008,female,55-74 years,Medium_population
Kyrgyzstan,2008,female,35-54 years,Medium_population
Kyrgyzstan,2008,male,5-14 years,Medium_population
Kyrgyzstan,2008,female,15-24 years,Medium_population
Kyrgyzstan,2008,female,5-14 years,Medium_population
Kyrgyzstan,2009,male,25-34 years,Medium_population
Kyrgyzstan,2009,male,35-54 years,Medium_population
Kyrgyzstan,2009,male,55-74 years,Medium_population
Kyrgyzstan,2009,male,15-24 years,Medium_population
Kyrgyzstan,2009,male,75+ years,Low_population
Kyrgyzstan,2009,female,15-24 years,Medium_population
Kyrgyzstan,2009,female,25-34 years,Medium_population
Kyrgyzstan,2009,female,75+ years,Low_population
Kyrgyzstan,2009,female,55-74 years,Medium_population
Kyrgyzstan,2009,female,35-54 years,Medium_population
Kyrgyzstan,2009,male,5-14 years,Medium_population
Kyrgyzstan,2009,female,5-14 years,Medium_population
Kyrgyzstan,2010,male,25-34 years,Medium_population
Kyrgyzstan,2010,male,75+ years,Low_population
Kyrgyzstan,2010,male,35-54 years,Medium_population
Kyrgyzstan,2010,male,55-74 years,Medium_population
Kyrgyzstan,2010,male,15-24 years,Medium_population
Kyrgyzstan,2010,female,75+ years,Low_population
Kyrgyzstan,2010,female,15-24 years,Medium_population
Kyrgyzstan,2010,female,55-74 years,Medium_population
Kyrgyzstan,2010,female,35-54 years,Medium_population
Kyrgyzstan,2010,female,25-34 years,Medium_population
Kyrgyzstan,2010,male,5-14 years,Medium_population
Kyrgyzstan,2010,female,5-14 years,Medium_population
Kyrgyzstan,2011,male,35-54 years,Medium_population
Kyrgyzstan,2011,male,75+ years,Low_population
Kyrgyzstan,2011,male,25-34 years,Medium_population
Kyrgyzstan,2011,male,55-74 years,Medium_population
Kyrgyzstan,2011,male,15-24 years,Medium_population
Kyrgyzstan,2011,female,15-24 years,Medium_population
Kyrgyzstan,2011,female,75+ years,Low_population
Kyrgyzstan,2011,female,25-34 years,Medium_population
Kyrgyzstan,2011,female,35-54 years,Medium_population
Kyrgyzstan,2011,female,55-74 years,Medium_population
Kyrgyzstan,2011,male,5-14 years,Medium_population
Kyrgyzstan,2011,female,5-14 years,Medium_population
Kyrgyzstan,2012,male,25-34 years,Medium_population
Kyrgyzstan,2012,male,55-74 years,Medium_population
Kyrgyzstan,2012,male,35-54 years,Medium_population
Kyrgyzstan,2012,male,75+ years,Low_population
Kyrgyzstan,2012,female,75+ years,Low_population
Kyrgyzstan,2012,male,15-24 years,Medium_population
Kyrgyzstan,2012,female,15-24 years,Medium_population
Kyrgyzstan,2012,female,35-54 years,Medium_population
Kyrgyzstan,2012,female,25-34 years,Medium_population
Kyrgyzstan,2012,female,55-74 years,Medium_population
Kyrgyzstan,2012,male,5-14 years,Medium_population
Kyrgyzstan,2012,female,5-14 years,Medium_population
Kyrgyzstan,2013,male,35-54 years,Medium_population
Kyrgyzstan,2013,male,55-74 years,Medium_population
Kyrgyzstan,2013,male,25-34 years,Medium_population
Kyrgyzstan,2013,male,15-24 years,Medium_population
Kyrgyzstan,2013,male,75+ years,Low_population
Kyrgyzstan,2013,female,15-24 years,Medium_population
Kyrgyzstan,2013,female,75+ years,Low_population
Kyrgyzstan,2013,female,25-34 years,Medium_population
Kyrgyzstan,2013,male,5-14 years,Medium_population
Kyrgyzstan,2013,female,55-74 years,Medium_population
Kyrgyzstan,2013,female,35-54 years,Medium_population
Kyrgyzstan,2013,female,5-14 years,Medium_population
Kyrgyzstan,2014,male,35-54 years,Medium_population
Kyrgyzstan,2014,male,25-34 years,Medium_population
Kyrgyzstan,2014,male,55-74 years,Medium_population
Kyrgyzstan,2014,male,75+ years,Low_population
Kyrgyzstan,2014,male,15-24 years,Medium_population
Kyrgyzstan,2014,female,75+ years,Low_population
Kyrgyzstan,2014,female,15-24 years,Medium_population
Kyrgyzstan,2014,female,25-34 years,Medium_population
Kyrgyzstan,2014,female,35-54 years,Medium_population
Kyrgyzstan,2014,female,55-74 years,Medium_population
Kyrgyzstan,2014,male,5-14 years,Medium_population
Kyrgyzstan,2014,female,5-14 years,Medium_population
Kyrgyzstan,2015,male,35-54 years,Medium_population
Kyrgyzstan,2015,male,55-74 years,Medium_population
Kyrgyzstan,2015,male,25-34 years,Medium_population
Kyrgyzstan,2015,male,75+ years,Low_population
Kyrgyzstan,2015,male,15-24 years,Medium_population
Kyrgyzstan,2015,female,15-24 years,Medium_population
Kyrgyzstan,2015,female,75+ years,Low_population
Kyrgyzstan,2015,female,35-54 years,Medium_population
Kyrgyzstan,2015,male,5-14 years,Medium_population
Kyrgyzstan,2015,female,25-34 years,Medium_population
Kyrgyzstan,2015,female,55-74 years,Medium_population
Kyrgyzstan,2015,female,5-14 years,Medium_population
Latvia,1995,male,55-74 years,Medium_population
Latvia,1995,male,35-54 years,Medium_population
Latvia,1995,male,75+ years,Low_population
Latvia,1995,male,25-34 years,Medium_population
Latvia,1995,female,75+ years,Low_population
Latvia,1995,male,15-24 years,Medium_population
Latvia,1995,female,35-54 years,Medium_population
Latvia,1995,female,55-74 years,Medium_population
Latvia,1995,female,25-34 years,Medium_population
Latvia,1995,female,15-24 years,Medium_population
Latvia,1995,male,5-14 years,Medium_population
Latvia,1995,female,5-14 years,Medium_population
Latvia,1996,male,55-74 years,Medium_population
Latvia,1996,male,75+ years,Low_population
Latvia,1996,male,35-54 years,Medium_population
Latvia,1996,male,25-34 years,Medium_population
Latvia,1996,male,15-24 years,Medium_population
Latvia,1996,female,75+ years,Low_population
Latvia,1996,female,35-54 years,Medium_population
Latvia,1996,female,55-74 years,Medium_population
Latvia,1996,female,25-34 years,Medium_population
Latvia,1996,female,15-24 years,Medium_population
Latvia,1996,male,5-14 years,Medium_population
Latvia,1996,female,5-14 years,Medium_population
Latvia,1997,male,75+ years,Low_population
Latvia,1997,male,55-74 years,Medium_population
Latvia,1997,male,35-54 years,Medium_population
Latvia,1997,male,25-34 years,Medium_population
Latvia,1997,male,15-24 years,Medium_population
Latvia,1997,female,75+ years,Low_population
Latvia,1997,female,55-74 years,Medium_population
Latvia,1997,female,35-54 years,Medium_population
Latvia,1997,female,25-34 years,Medium_population
Latvia,1997,female,15-24 years,Medium_population
Latvia,1997,female,5-14 years,Medium_population
Latvia,1997,male,5-14 years,Medium_population
Latvia,1998,male,35-54 years,Medium_population
Latvia,1998,male,75+ years,Low_population
Latvia,1998,male,55-74 years,Medium_population
Latvia,1998,male,25-34 years,Medium_population
Latvia,1998,male,15-24 years,Medium_population
Latvia,1998,female,75+ years,Low_population
Latvia,1998,female,35-54 years,Medium_population
Latvia,1998,female,55-74 years,Medium_population
Latvia,1998,female,15-24 years,Medium_population
Latvia,1998,female,25-34 years,Medium_population
Latvia,1998,male,5-14 years,Medium_population
Latvia,1998,female,5-14 years,Medium_population
Latvia,1999,male,75+ years,Low_population
Latvia,1999,male,55-74 years,Medium_population
Latvia,1999,male,35-54 years,Medium_population
Latvia,1999,male,25-34 years,Medium_population
Latvia,1999,female,75+ years,Low_population
Latvia,1999,male,15-24 years,Medium_population
Latvia,1999,female,55-74 years,Medium_population
Latvia,1999,female,35-54 years,Medium_population
